geography,geographic_area_name,total_population,agesex_male_total,agesex_female_total,agesex_male_kids,agesex_male_adults,agesex_female_kids,agesex_female_adults,agesex_kid_total,agesex_adult_total,income_total_population_determined,income_low_income,income_high_income,income_unknown_income,race_total_population_determined,race_black-african_american,race_hispanic-latino,race_white,race_other_race,race_unknown_race
0500000US30021,"Dawson County, Montana",9003,4785,4218,1183,3602,967,3251,2150,6853,8595,1990,6605,408,8595,86,256,7976,277,408
0500000US30023,"Deer Lodge County, Montana",9380,4968,4412,972,3996,549,3863,1521,7859,8892,3339,5553,488,8892,85,303,7969,535,488
0500000US30025,"Fallon County, Montana",3074,1494,1580,328,1166,460,1120,788,2286,2995,847,2148,79,2995,0,30,2785,180,79
0500000US30027,"Fergus County, Montana",11464,6018,5446,1363,4655,1076,4370,2439,9025,11208,3274,7934,256,11208,68,90,10461,589,256
0500000US30029,"Flathead County, Montana",103400,51796,51604,12818,38978,11858,39746,24676,78724,102465,25538,76927,935,102465,412,3198,93908,4947,935
0500000US30031,"Gallatin County, Montana",116725,60723,56002,13858,46865,13550,42452,27408,89317,112433,27013,85420,4292,112433,431,4626,101650,5726,4292
0500000US30033,"Garfield County, Montana",972,494,478,134,360,101,377,235,737,972,285,687,0,972,4,0,962,6,0
0500000US30035,"Glacier County, Montana",13827,6885,6942,2273,4612,2241,4701,4514,9313,13525,7087,6438,302,13525,35,454,3926,9110,302
0500000US30037,"Golden Valley County, Montana",820,409,411,78,331,85,326,163,657,820,242,578,0,820,9,73,668,70,0
0500000US30039,"Granite County, Montana",3333,1696,1637,340,1356,376,1261,716,2617,3268,1003,2265,65,3268,5,137,3071,55,65
0500000US30041,"Hill County, Montana",16297,8223,8074,2482,5741,2539,5535,5021,11276,15900,5878,10022,397,15900,67,633,10782,4418,397
0500000US30043,"Jefferson County, Montana",12057,6155,5902,1412,4743,1256,4646,2668,9389,11869,2200,9669,188,11869,54,303,10928,584,188
0500000US30045,"Judith Basin County, Montana",2004,1139,865,331,808,199,666,530,1474,2004,610,1394,0,2004,0,115,1838,51,0
0500000US30047,"Lake County, Montana",31030,15428,15602,4112,11316,3817,11785,7929,23101,30674,10693,19981,356,30674,112,1368,19843,9351,356
0500000US30049,"Lewis and Clark County, Montana",70340,35049,35291,8670,26379,8184,27107,16854,53486,68871,15382,53489,1469,68871,320,2426,62148,3977,1469
0500000US30051,"Liberty County, Montana",2026,884,1142,288,596,285,857,573,1453,2008,807,1201,18,2008,0,16,1972,20,18
0500000US30053,"Lincoln County, Montana",19674,9850,9824,1882,7968,2034,7790,3916,15758,19468,7643,11825,206,19468,20,654,17810,984,206
0500000US30055,"McCone County, Montana",1805,961,844,206,755,170,674,376,1429,1778,394,1384,27,1778,0,76,1592,110,27
0500000US30057,"Madison County, Montana",8499,4417,4082,764,3653,735,3347,1499,7000,8431,1991,6440,68,8431,0,370,7761,300,68
0500000US30059,"Meagher County, Montana",1932,1071,861,250,821,151,710,401,1531,1860,410,1450,72,1860,0,69,1754,37,72
0500000US30061,"Mineral County, Montana",4490,2348,2142,506,1842,424,1718,930,3560,4393,1516,2877,97,4393,25,41,4050,277,97
0500000US30063,"Missoula County, Montana",117379,58948,58431,13279,45669,12690,45741,25969,91410,114770,30387,84383,2609,114770,590,4009,100966,9205,2609
0500000US30065,"Musselshell County, Montana",4813,2447,2366,565,1882,473,1893,1038,3775,4787,1368,3419,26,4787,0,157,4389,241,26
0500000US30067,"Park County, Montana",17072,8602,8470,1657,6945,1446,7024,3103,13969,16954,4452,12502,118,16954,64,540,15741,609,118
0500000US30069,"Petroleum County, Montana",434,225,209,62,163,21,188,83,351,426,120,306,8,426,0,0,400,26,8
0500000US30071,"Phillips County, Montana",4233,2156,2077,669,1487,425,1652,1094,3139,4184,1236,2948,49,4184,0,135,3473,576,49
0500000US30073,"Pondera County, Montana",5974,3000,2974,840,2160,799,2175,1639,4335,5839,1946,3893,135,5839,16,108,4731,984,135
0500000US30075,"Powder River County, Montana",1759,847,912,174,673,197,715,371,1388,1731,472,1259,28,1731,0,60,1576,95,28
0500000US30077,"Powell County, Montana",6955,4372,2583,631,3741,633,1950,1264,5691,5347,1588,3759,1608,5347,78,49,5014,206,1608
0500000US30079,"Prairie County, Montana",1227,642,585,142,500,156,429,298,929,1197,569,628,30,1197,0,13,1156,28,30
0500000US30081,"Ravalli County, Montana",43790,21949,21841,4858,17091,4305,17536,9163,34627,43386,11273,32113,404,43386,151,1596,39370,2269,404
0500000US30083,"Richland County, Montana",11375,5690,5685,1607,4083,1648,4037,3255,8120,11333,2709,8624,42,11333,12,626,10018,677,42
0500000US30085,"Roosevelt County, Montana",10884,5443,5441,2082,3361,1917,3524,3999,6885,10445,5317,5128,439,10445,24,382,3407,6632,439
0500000US30087,"Rosebud County, Montana",8464,4317,4147,1396,2921,1275,2872,2671,5793,8365,3283,5082,99,8365,21,408,4305,3631,99
0500000US30089,"Sanders County, Montana",12298,6384,5914,1341,5043,1078,4836,2419,9879,12109,5074,7035,189,12109,37,383,10868,821,189
0500000US30091,"Sheridan County, Montana",3522,1826,1696,428,1398,397,1299,825,2697,3461,760,2701,61,3461,0,154,3109,198,61
0500000US30093,"Silver Bow County, Montana",35017,18018,16999,4359,13659,3694,13305,8053,26964,33955,10807,23148,1062,33955,51,1612,30529,1763,1062
0500000US30095,"Stillwater County, Montana",8916,4523,4393,1047,3476,1022,3371,2069,6847,8876,1728,7148,40,8876,9,356,8179,332,40
0500000US30097,"Sweet Grass County, Montana",3690,1911,1779,360,1551,443,1336,803,2887,3661,645,3016,29,3661,83,73,3406,99,29
0500000US30099,"Teton County, Montana",6173,3043,3130,825,2218,859,2271,1684,4489,6090,1865,4225,83,6090,32,45,5681,332,83
0500000US30101,"Toole County, Montana",5013,2837,2176,530,2307,563,1613,1093,3920,4446,1550,2896,567,4446,108,74,3978,286,567
0500000US30103,"Treasure County, Montana",693,365,328,67,298,61,267,128,565,693,243,450,0,693,0,19,673,1,0
0500000US30105,"Valley County, Montana",7553,3923,3630,1129,2794,886,2744,2015,5538,7406,2331,5075,147,7406,20,206,6308,872,147
0500000US30107,"Wheatland County, Montana",2082,941,1141,263,678,215,926,478,1604,2058,851,1207,24,2058,11,40,1946,61,24
0500000US30109,"Wibaux County, Montana",1018,489,529,140,349,152,377,292,726,998,247,751,20,998,0,70,895,33,20
0500000US30111,"Yellowstone County, Montana",163593,81052,82541,21776,59276,20352,62189,42128,121465,159972,40066,119906,3621,159972,1331,9568,136933,12140,3621
0500000US31001,"Adams County, Nebraska",31284,15541,15743,4368,11173,4345,11398,8713,22571,29690,7720,21970,1594,29690,152,3315,25151,1072,1594
0500000US31003,"Antelope County, Nebraska",6310,3184,3126,867,2317,810,2316,1677,4633,6217,1732,4485,93,6217,73,220,5881,43,93
0500000US31005,"Arthur County, Nebraska",472,229,243,73,156,71,172,144,328,472,140,332,0,472,0,8,436,28,0
0500000US31007,"Banner County, Nebraska",605,313,292,72,241,64,228,136,469,601,100,501,4,601,0,30,553,18,4
0500000US31009,"Blaine County, Nebraska",346,185,161,26,159,22,139,48,298,346,104,242,0,346,0,0,346,0,0
0500000US31011,"Boone County, Nebraska",5413,2753,2660,742,2011,650,2010,1392,4021,5321,1100,4221,92,5321,5,135,5106,75,92
0500000US31013,"Box Butte County, Nebraska",10821,5455,5366,1588,3867,1389,3977,2977,7844,10647,2854,7793,174,10647,340,1406,8558,343,174
0500000US31015,"Boyd County, Nebraska",1812,910,902,178,732,177,725,355,1457,1778,516,1262,34,1778,5,46,1652,75,34
0500000US31017,"Brown County, Nebraska",2752,1332,1420,307,1025,294,1126,601,2151,2721,920,1801,31,2721,0,84,2533,104,31
0500000US31019,"Buffalo County, Nebraska",49840,24984,24856,7244,17740,6654,18202,13898,35942,47547,12567,34980,2293,47547,361,4463,40974,1749,2293
0500000US31021,"Burt County, Nebraska",6705,3332,3373,867,2465,791,2582,1658,5047,6627,1616,5011,78,6627,5,229,6113,280,78
0500000US31023,"Butler County, Nebraska",8354,4183,4171,1072,3111,1070,3101,2142,6212,8183,1635,6548,171,8183,0,336,7621,226,171
0500000US31025,"Cass County, Nebraska",26546,13458,13088,3704,9754,3219,9869,6923,19623,25979,5344,20635,567,25979,48,934,24021,976,567
0500000US31027,"Cedar County, Nebraska",8401,4263,4138,1248,3015,1101,3037,2349,6052,8211,1442,6769,190,8211,4,175,7885,147,190
0500000US31029,"Chase County, Nebraska",3694,1754,1940,374,1380,557,1383,931,2763,3635,1079,2556,59,3635,12,586,2910,127,59
0500000US31031,"Cherry County, Nebraska",5505,2817,2688,788,2029,710,1978,1498,4007,5445,1717,3728,60,5445,9,163,4685,588,60
0500000US31033,"Cheyenne County, Nebraska",9575,4753,4822,1186,3567,1235,3587,2421,7154,9429,2661,6768,146,9429,76,738,8304,311,146
0500000US31035,"Clay County, Nebraska",6104,3106,2998,831,2275,808,2190,1639,4465,5996,1430,4566,108,5996,25,549,5301,121,108
0500000US31037,"Colfax County, Nebraska",10608,5940,4668,1962,3978,1482,3186,3444,7164,10374,2725,7649,234,10374,287,4690,4992,405,234
0500000US31039,"Cuming County, Nebraska",9035,4554,4481,1186,3368,1234,3247,2420,6615,8917,1858,7059,118,8917,41,938,7797,141,118
0500000US31041,"Custer County, Nebraska",10625,5349,5276,1430,3919,1345,3931,2775,7850,10486,2986,7500,139,10486,53,366,9821,246,139
0500000US31043,"Dakota County, Nebraska",21284,10669,10615,3447,7222,3341,7274,6788,14496,20988,6223,14765,296,20988,1607,8374,9655,1352,296
0500000US31045,"Dawes County, Nebraska",8383,4055,4328,1196,2859,1196,3132,2392,5991,7422,2234,5188,961,7422,327,478,6221,396,961
0500000US31047,"Dawson County, Nebraska",24031,12383,11648,3661,8722,3463,8185,7124,16907,23762,6935,16827,269,23762,1587,8135,13461,579,269
0500000US31049,"Deuel County, Nebraska",1878,892,986,169,723,214,772,383,1495,1868,504,1364,10,1868,2,260,1543,63,10
0500000US31051,"Dixon County, Nebraska",5632,2870,2762,809,2061,715,2047,1524,4108,5554,1553,4001,78,5554,4,830,4597,123,78
0500000US31053,"Dodge County, Nebraska",37249,18537,18712,5120,13417,4978,13734,10098,27151,36206,9626,26580,1043,36206,247,5244,29594,1121,1043
0500000US31055,"Douglas County, Nebraska",578771,286862,291909,83505,203357,80343,211566,163848,414923,566234,136652,429582,12537,566234,60525,73676,387321,44712,12537
0500000US31057,"Dundy County, Nebraska",1900,1005,895,303,702,182,713,485,1415,1872,630,1242,28,1872,1,131,1724,16,28
0500000US31059,"Fillmore County, Nebraska",5561,2731,2830,573,2158,629,2201,1202,4359,5354,1063,4291,207,5354,6,201,5007,140,207
0500000US31061,"Franklin County, Nebraska",2914,1468,1446,328,1140,302,1144,630,2284,2843,1046,1797,71,2843,3,78,2692,70,71
0500000US31063,"Frontier County, Nebraska",2512,1337,1175,376,961,270,905,646,1866,2398,510,1888,114,2398,25,55,2262,56,114
0500000US31065,"Furnas County, Nebraska",4655,2320,2335,592,1728,553,1782,1145,3510,4569,1066,3503,86,4569,17,222,4233,97,86
0500000US31067,"Gage County, Nebraska",21706,11006,10700,2881,8125,2516,8184,5397,16309,21305,6024,15281,401,21305,130,631,19964,580,401
0500000US31069,"Garden County, Nebraska",1726,856,870,219,637,167,703,386,1340,1699,548,1151,27,1699,0,27,1649,23,27
0500000US31071,"Garfield County, Nebraska",1889,947,942,238,709,199,743,437,1452,1823,439,1384,66,1823,6,17,1775,25,66
0500000US31073,"Gosper County, Nebraska",1811,945,866,202,743,172,694,374,1437,1775,381,1394,36,1775,4,89,1653,29,36
0500000US31075,"Grant County, Nebraska",718,403,315,122,281,93,222,215,503,692,241,451,26,692,3,0,679,10,26
0500000US31077,"Greeley County, Nebraska",2219,1110,1109,295,815,276,833,571,1648,2188,685,1503,31,2188,12,56,2098,22,31
0500000US31079,"Hall County, Nebraska",62616,31896,30720,9896,22000,8906,21814,18802,43814,61561,17148,44413,1055,61561,1954,18144,39938,1525,1055
0500000US31081,"Hamilton County, Nebraska",9376,4766,4610,1340,3426,1116,3494,2456,6920,9261,1290,7971,115,9261,8,349,8739,165,115
0500000US31083,"Harlan County, Nebraska",3216,1634,1582,472,1162,395,1187,867,2349,3176,633,2543,40,3176,2,81,2999,94,40
0500000US31085,"Hayes County, Nebraska",891,444,447,101,343,125,322,226,665,891,286,605,0,891,0,60,826,5,0
0500000US31087,"Hitchcock County, Nebraska",2630,1384,1246,431,953,289,957,720,1910,2593,867,1726,37,2593,0,100,2431,62,37
0500000US31089,"Holt County, Nebraska",10175,5095,5080,1332,3763,1318,3762,2650,7525,10044,3044,7000,131,10044,40,528,9315,161,131
0500000US31091,"Hooker County, Nebraska",714,337,377,52,285,119,258,171,543,676,180,496,38,676,4,29,591,52,38
0500000US31093,"Howard County, Nebraska",6461,3296,3165,901,2395,805,2360,1706,4755,6414,1374,5040,47,6414,25,176,5907,306,47
0500000US31095,"Jefferson County, Nebraska",7213,3486,3727,800,2686,878,2849,1678,5535,7069,2002,5067,144,7069,40,343,6535,151,144
0500000US31097,"Johnson County, Nebraska",5298,3239,2059,657,2582,484,1575,1141,4157,4268,841,3427,1030,4268,24,400,3706,138,1030
0500000US31099,"Kearney County, Nebraska",6639,3316,3323,961,2355,875,2448,1836,4803,6528,1584,4944,111,6528,2,476,5931,119,111
0500000US31101,"Keith County, Nebraska",8312,4204,4108,1053,3151,881,3227,1934,6378,8216,2391,5825,96,8216,111,637,7322,146,96
0500000US31103,"Keya Paha County, Nebraska",946,484,462,109,375,158,304,267,679,946,336,610,0,946,1,24,920,1,0
0500000US31105,"Kimball County, Nebraska",3583,1865,1718,485,1380,379,1339,864,2719,3520,1207,2313,63,3520,12,343,3034,131,63
0500000US31107,"Knox County, Nebraska",8434,4204,4230,1176,3028,1105,3125,2281,6153,8251,2222,6029,183,8251,32,269,7005,945,183
0500000US31109,"Lancaster County, Nebraska",320301,161446,158855,43603,117843,41832,117023,85435,234866,306850,78321,228529,13451,306850,10639,22858,246436,26917,13451
0500000US31111,"Lincoln County, Nebraska",34906,17345,17561,4661,12684,4481,13080,9142,25764,34124,9066,25058,782,34124,368,3186,29721,849,782
0500000US31113,"Logan County, Nebraska",865,468,397,175,293,106,291,281,584,865,279,586,0,865,0,30,768,67,0
0500000US31115,"Loup County, Nebraska",665,357,308,104,253,59,249,163,502,665,176,489,0,665,0,72,570,23,0
0500000US31117,"McPherson County, Nebraska",475,242,233,63,179,26,207,89,386,475,130,345,0,475,0,5,470,0,0
0500000US31119,"Madison County, Nebraska",35553,17709,17844,4993,12716,5159,12685,10152,25401,34599,9332,25267,954,34599,418,5553,27174,1454,954
0500000US31121,"Merrick County, Nebraska",7687,3898,3789,917,2981,919,2870,1836,5851,7552,1842,5710,135,7552,3,381,6917,251,135
0500000US31123,"Morrill County, Nebraska",4595,2423,2172,705,1718,556,1616,1261,3334,4468,1092,3376,127,4468,0,709,3629,130,127
0500000US31125,"Nance County, Nebraska",3389,1707,1682,485,1222,423,1259,908,2481,3291,935,2356,98,3291,13,72,3107,99,98
0500000US31127,"Nemaha County, Nebraska",7025,3547,3478,936,2611,1014,2464,1950,5075,6500,2101,4399,525,6500,69,126,5970,335,525
0500000US31129,"Nuckolls County, Nebraska",4125,2053,2072,502,1551,446,1626,948,3177,4066,1080,2986,59,4066,2,130,3818,116,59
0500000US31131,"Otoe County, Nebraska",15916,8148,7768,2292,5856,1778,5990,4070,11846,15675,3423,12252,241,15675,106,1272,13683,614,241
0500000US31133,"Pawnee County, Nebraska",2564,1243,1321,290,953,385,936,675,1889,2517,949,1568,47,2517,4,94,2381,38,47
0500000US31135,"Perkins County, Nebraska",2865,1481,1384,448,1033,373,1011,821,2044,2835,583,2252,30,2835,4,128,2644,59,30
0500000US31137,"Phelps County, Nebraska",8972,4526,4446,1259,3267,1101,3345,2360,6612,8671,2015,6656,301,8671,9,522,7961,179,301
0500000US31139,"Pierce County, Nebraska",7266,3651,3615,980,2671,1000,2615,1980,5286,7137,1760,5377,129,7137,24,152,6840,121,129
0500000US31141,"Platte County, Nebraska",34123,17359,16764,5078,12281,4725,12039,9803,24320,33721,8141,25580,402,33721,232,7021,25700,768,402
0500000US31143,"Polk County, Nebraska",5223,2566,2657,630,1936,712,1945,1342,3881,5140,968,4172,83,5140,2,309,4686,143,83
0500000US31145,"Red Willow County, Nebraska",10724,5355,5369,1619,3736,1353,4016,2972,7752,10375,2705,7670,349,10375,0,571,9484,320,349
0500000US31147,"Richardson County, Nebraska",7893,4047,3846,1047,3000,795,3051,1842,6051,7762,2421,5341,131,7762,101,156,7109,396,131
0500000US31149,"Rock County, Nebraska",1321,690,631,193,497,142,489,335,986,1260,403,857,61,1260,2,6,1242,10,61
0500000US31151,"Saline County, Nebraska",14395,7432,6963,2315,5117,2114,4849,4429,9966,13486,4010,9476,909,13486,116,3637,9097,636,909
0500000US31153,"Sarpy County, Nebraska",188464,94805,93659,28844,65961,27102,66557,55946,132518,186708,28181,158527,1756,186708,7628,18809,148379,11892,1756
0500000US31155,"Saunders County, Nebraska",22008,11223,10785,3117,8106,2822,7963,5939,16069,21726,3651,18075,282,21726,187,502,20592,445,282
0500000US31157,"Scotts Bluff County, Nebraska",36229,17601,18628,5042,12559,4904,13724,9946,26283,35325,9865,25460,904,35325,194,8798,24944,1389,904
0500000US31159,"Seward County, Nebraska",17605,9060,8545,2727,6333,2380,6165,5107,12498,16201,3290,12911,1404,16201,44,359,15457,341,1404
0500000US31161,"Sheridan County, Nebraska",5150,2538,2612,665,1873,580,2032,1245,3905,5069,1799,3270,81,5069,63,302,4096,608,81
0500000US31163,"Sherman County, Nebraska",2986,1512,1474,369,1143,320,1154,689,2297,2931,720,2211,55,2931,6,64,2793,68,55
0500000US31165,"Sioux County, Nebraska",1081,553,528,138,415,107,421,245,836,1081,459,622,0,1081,39,50,961,31,0
0500000US31167,"Stanton County, Nebraska",5877,3015,2862,814,2201,820,2042,1634,4243,5805,1106,4699,72,5805,60,342,5278,125,72
0500000US31169,"Thayer County, Nebraska",5053,2517,2536,610,1907,658,1878,1268,3785,4889,1391,3498,164,4889,11,144,4601,133,164
0500000US31171,"Thomas County, Nebraska",562,250,312,49,201,50,262,99,463,562,114,448,0,562,0,23,523,16,0
0500000US31173,"Thurston County, Nebraska",6806,3360,3446,1372,1988,1310,2136,2682,4124,6725,2855,3870,81,6725,9,473,2277,3966,81
0500000US31175,"Valley County, Nebraska",4031,1989,2042,523,1466,503,1539,1026,3005,3969,1021,2948,62,3969,8,75,3835,51,62
0500000US31177,"Washington County, Nebraska",20699,10270,10429,2828,7442,2623,7806,5451,15248,20449,3093,17356,250,20449,188,567,19297,397,250
0500000US31179,"Wayne County, Nebraska",9590,4831,4759,1517,3314,1537,3222,3054,6536,8136,1983,6153,1454,8136,45,581,7350,160,1454
0500000US31181,"Webster County, Nebraska",3442,1745,1697,454,1291,421,1276,875,2567,3361,952,2409,81,3361,7,177,3027,150,81
0500000US31183,"Wheeler County, Nebraska",735,370,365,55,315,74,291,129,606,735,269,466,0,735,0,20,714,1,0
0500000US31185,"York County, Nebraska",14164,7090,7074,2096,4994,1602,5472,3698,10466,13222,2811,10411,942,13222,109,547,12265,301,942
0500000US32001,"Churchill County, Nevada",25077,12939,12138,3321,9618,2827,9311,6148,18929,24461,5912,18549,616,24461,549,3581,17634,2697,616
0500000US32003,"Clark County, Nevada",2231147,1117449,1113698,290241,827208,276846,836852,567087,1664060,2205977,644825,1561152,25170,2205977,260627,701655,895356,348339,25170
0500000US32005,"Douglas County, Nevada",49158,24918,24240,4705,20213,4285,19955,8990,40168,48814,9071,39743,344,48814,360,6366,38584,3504,344
0500000US32007,"Elko County, Nevada",53420,28038,25382,8169,19869,7492,17890,15661,37759,52536,12474,40062,884,52536,492,12935,33785,5324,884
0500000US32009,"Esmeralda County, Nevada",987,486,501,51,435,61,440,112,875,981,377,604,6,981,11,273,675,22,6
0500000US32011,"Eureka County, Nevada",1603,791,812,288,503,258,554,546,1057,1598,538,1060,5,1598,0,171,1341,86,5
0500000US32013,"Humboldt County, Nevada",17218,9016,8202,2651,6365,2335,5867,4986,12232,17016,4698,12318,202,17016,92,4774,10961,1189,202
0500000US32015,"Lander County, Nevada",5729,3204,2525,904,2300,726,1799,1630,4099,5686,1534,4152,43,5686,136,1462,3987,101,43
0500000US32017,"Lincoln County, Nevada",4600,2640,1960,578,2062,437,1523,1015,3585,4056,1088,2968,544,4056,10,202,3726,118,544
0500000US32019,"Lyon County, Nevada",58029,29744,28285,6757,22987,6770,21515,13527,44502,57787,13769,44018,242,57787,646,10609,42112,4420,242
0500000US32021,"Mineral County, Nevada",4552,2072,2480,476,1596,600,1880,1076,3476,4484,1805,2679,68,4484,141,675,2631,1037,68
0500000US32023,"Nye County, Nevada",50096,25483,24613,4631,20852,4630,19983,9261,40835,49280,17126,32154,816,49280,981,7630,35708,4961,816
0500000US32027,"Pershing County, Nevada",6668,4347,2321,569,3778,627,1694,1196,5472,4866,1128,3738,1802,4866,10,1020,3397,439,1802
0500000US32029,"Storey County, Nevada",4047,2140,1907,470,1670,391,1516,861,3186,4032,814,3218,15,4032,97,93,3300,542,15
0500000US32031,"Washoe County, Nevada",479758,243068,236690,59088,183980,55804,180886,114892,364866,473453,116623,356830,6305,473453,11407,119559,289582,52905,6305
0500000US32033,"White Pine County, Nevada",9192,5551,3641,991,4560,813,2828,1804,7388,7582,1781,5801,1610,7582,36,1209,5921,416,1610
0500000US32510,"Carson City, Nevada",57957,29903,28054,6625,23278,6406,21648,13031,44926,55530,15578,39952,2427,55530,783,13889,36259,4599,2427
0500000US33001,"Belknap County, New Hampshire",63395,31232,32163,6432,24800,6459,25704,12891,50504,62642,11355,51287,753,62642,340,1187,59024,2091,753
0500000US33003,"Carroll County, New Hampshire",49961,25172,24789,4674,20498,4011,20778,8685,41276,49311,10145,39166,650,49311,215,809,46961,1326,650
0500000US33005,"Cheshire County, New Hampshire",76473,37722,38751,8623,29099,8335,30416,16958,59515,72022,15124,56898,4451,72022,493,1324,67701,2504,4451
0500000US33007,"Coos County, New Hampshire",31360,16913,14447,2942,13971,2593,11854,5535,25825,29324,8483,20841,2036,29324,26,300,28616,382,2036
0500000US33009,"Grafton County, New Hampshire",91025,44780,46245,9747,35033,9489,36756,19236,71789,84830,18757,66073,6195,84830,701,1903,77036,5190,6195
0500000US33011,"Hillsborough County, New Hampshire",420504,210353,210151,48844,161509,46540,163611,95384,325120,412807,66456,346351,7697,412807,11561,30607,341476,29163,7697
0500000US33013,"Merrimack County, New Hampshire",152983,75888,77095,17022,58866,16527,60568,33549,119434,146723,23886,122837,6260,146723,1948,3096,135024,6655,6260
0500000US33015,"Rockingham County, New Hampshire",312771,155815,156956,34504,121311,32369,124587,66873,245898,310070,34359,275711,2701,310070,2876,10102,282815,14277,2701
0500000US33017,"Strafford County, New Hampshire",130598,64397,66201,15316,49081,16325,49876,31641,98957,120582,23633,96949,10016,120582,1256,3163,108209,7954,10016
0500000US33019,"Sullivan County, New Hampshire",43105,21574,21531,4598,16976,4247,17284,8845,34260,42371,10825,31546,734,42371,251,733,39920,1467,734
0500000US34001,"Atlantic County, New Jersey",273865,133449,140416,33464,99985,31686,108730,65150,208715,268046,73593,194453,5819,268046,36187,51939,148972,30948,5819
0500000US34003,"Bergen County, New Jersey",952979,465886,487093,115002,350884,110035,377058,225037,727942,942365,131904,810461,10614,942365,53450,197478,513223,178214,10614
0500000US34005,"Burlington County, New Jersey",460102,227714,232388,54306,173408,51839,180549,106145,353957,448202,63478,384724,11900,448202,72237,37618,297427,40920,11900
0500000US34007,"Camden County, New Jersey",521194,252936,268258,67130,185806,63736,204522,130866,390328,514355,124572,389783,6839,514355,96802,91259,284606,41688,6839
0500000US34009,"Cape May County, New Jersey",95488,46861,48627,9593,37268,9037,39590,18630,76858,93848,19769,74079,1640,93848,3499,7610,79740,2999,1640
0500000US34011,"Cumberland County, New Jersey",154921,79287,75634,20925,58362,20163,55471,41088,113833,142878,50402,92476,12043,142878,25014,46925,65923,5016,12043
0500000US34013,"Essex County, New Jersey",852720,412826,439894,114879,297947,109770,330124,224649,628071,831578,243152,588426,21142,831578,319219,198166,241750,72443,21142
0500000US34015,"Gloucester County, New Jersey",300821,147031,153790,37346,109685,35773,118017,73119,227702,296358,45705,250653,4463,296358,30221,19885,229752,16500,4463
0500000US34017,"Hudson County, New Jersey",713264,356517,356747,81647,274870,78212,278535,159859,553405,704304,200254,504050,8960,704304,83264,299901,197936,123203,8960
0500000US34019,"Hunterdon County, New Jersey",128807,64087,64720,14674,49413,13553,51167,28227,100580,124957,11872,113085,3850,124957,1782,8564,106394,8217,3850
0500000US34021,"Mercer County, New Jersey",384951,189341,195610,49119,140222,47291,148319,96410,288541,368123,82346,285777,16828,368123,73482,68808,176505,49328,16828
0500000US34023,"Middlesex County, New Jersey",858770,426364,432406,108965,317399,103736,328670,212701,646069,831228,141852,689376,27542,831228,82161,183561,340459,225047,27542
0500000US34025,"Monmouth County, New Jersey",642160,314419,327741,77437,236982,74280,253461,151717,490443,635691,84916,550775,6469,635691,41535,70197,472689,51270,6469
0500000US34027,"Morris County, New Jersey",508347,251444,256903,61841,189603,58276,198627,120117,388230,500305,53168,447137,8042,500305,15881,68743,349007,66674,8042
0500000US34029,"Ocean County, New Jersey",630057,306203,323854,85780,220423,81145,242709,166925,463132,622935,142745,480190,7122,622935,18565,58784,522840,22746,7122
0500000US34031,"Passaic County, New Jersey",521067,255838,265229,71295,184543,68215,197014,139510,381557,513811,148322,365489,7256,513811,54918,219589,206311,32993,7256
0500000US34033,"Salem County, New Jersey",64752,31966,32786,8066,23900,7345,25441,15411,49341,63293,16486,46807,1459,63293,9050,6266,46182,1795,1459
0500000US34035,"Somerset County, New Jersey",343950,169277,174673,42904,126373,40265,134408,83169,260781,340361,39123,301238,3589,340361,32601,51377,183597,72786,3589
0500000US34037,"Sussex County, New Jersey",144492,72561,71931,16416,56145,15289,56642,31705,112787,143027,16773,126254,1465,143027,3147,13143,120396,6341,1465
0500000US34039,"Union County, New Jersey",571963,281266,290697,75897,205369,72862,217835,148759,423204,565128,118610,446518,6835,565128,118704,184126,217108,45190,6835
0500000US34041,"Warren County, New Jersey",109354,54038,55316,12322,41716,11745,43571,24067,85287,107700,18249,89451,1654,107700,4788,10996,85928,5988,1654
0500000US35001,"Bernalillo County, New Mexico",674919,332295,342624,83378,248917,79781,262843,163159,511760,667031,211101,455930,7888,667031,19064,338472,248214,61281,7888
0500000US35003,"Catron County, New Mexico",3581,1871,1710,279,1592,223,1487,502,3079,3537,1882,1655,44,3537,13,607,2828,89,44
