geography,geographic_area_name,total_population,agesex_male_total,agesex_female_total,agesex_male_kids,agesex_male_adults,agesex_female_kids,agesex_female_adults,agesex_kid_total,agesex_adult_total,income_total_population_determined,income_low_income,income_high_income,income_unknown_income,race_total_population_determined,race_black-african_american,race_hispanic-latino,race_white,race_other_race,race_unknown_race
0500000US35005,"Chaves County, New Mexico",65014,32625,32389,9989,22636,9103,23286,19092,45922,62457,27543,34914,2557,62457,844,36587,23316,1710,2557
0500000US35006,"Cibola County, New Mexico",27284,13703,13581,3264,10439,3945,9636,7209,20075,25897,12758,13139,1387,25897,296,9893,4669,11039,1387
0500000US35007,"Colfax County, New Mexico",12406,6254,6152,1281,4973,1305,4847,2586,9820,11830,5135,6695,576,11830,72,5843,5551,364,576
0500000US35009,"Curry County, New Mexico",48716,25114,23602,7290,17824,7038,16564,14328,34388,47689,18416,29273,1027,47689,2517,20851,21857,2464,1027
0500000US35011,"De Baca County, New Mexico",1873,1030,843,414,616,335,508,749,1124,1856,889,967,17,1856,48,1139,662,7,17
0500000US35013,"Doña Ana County, New Mexico",218157,107696,110461,31423,76273,30369,80092,61792,156365,212381,93564,118817,5776,212381,3901,147136,55761,5583,5776
0500000US35015,"Eddy County, New Mexico",61096,31248,29848,9303,21945,8599,21249,17902,43194,60401,17091,43310,695,60401,849,30778,26729,2045,695
0500000US35017,"Grant County, New Mexico",28178,14132,14046,3499,10633,2995,11051,6494,21684,27294,12204,15090,884,27294,239,13752,12461,842,884
0500000US35019,"Guadalupe County, New Mexico",4465,2649,1816,399,2250,490,1326,889,3576,3774,1532,2242,691,3774,20,2857,595,302,691
0500000US35021,"Harding County, New Mexico",533,252,281,16,236,72,209,88,445,533,220,313,0,533,0,219,237,77,0
0500000US35023,"Hidalgo County, New Mexico",4214,2065,2149,439,1626,565,1584,1004,3210,4116,1696,2420,98,4116,31,2458,1513,114,98
0500000US35025,"Lea County, New Mexico",72743,37551,35192,12618,24933,11714,23478,24332,48411,70064,23669,46395,2679,70064,2924,42579,23350,1211,2679
0500000US35027,"Lincoln County, New Mexico",20084,9545,10539,1915,7630,1887,8652,3802,16282,19871,7132,12739,213,19871,145,6763,11930,1033,213
0500000US35028,"Los Alamos County, New Mexico",19169,9808,9361,2433,7375,2160,7201,4593,14576,19092,1924,17168,77,19092,201,3491,13535,1865,77
0500000US35029,"Luna County, New Mexico",25282,12911,12371,3877,9034,3498,8873,7375,17907,24903,13568,11335,379,24903,452,17037,7011,403,379
0500000US35031,"McKinley County, New Mexico",72946,35367,37579,11602,23765,11321,26258,22923,50023,72252,40454,31798,694,72252,356,10353,5738,55805,694
0500000US35033,"Mora County, New Mexico",4232,1858,2374,233,1625,377,1997,610,3622,4215,2237,1978,17,4215,0,3501,697,17,17
0500000US35035,"Otero County, New Mexico",67298,34899,32399,8926,25973,8328,24071,17254,50044,63814,25260,38554,3484,63814,2097,24345,30661,6711,3484
0500000US35037,"Quay County, New Mexico",8675,4090,4585,902,3188,1254,3331,2156,6519,8460,4226,4234,215,8460,124,3924,4109,303,215
0500000US35039,"Rio Arriba County, New Mexico",40347,19926,20421,5240,14686,5185,15236,10425,29922,40137,15671,24466,210,40137,223,28708,4711,6495,210
0500000US35041,"Roosevelt County, New Mexico",19223,9667,9556,2877,6790,2726,6830,5603,13620,18106,6871,11235,1117,18106,281,8023,9041,761,1117
0500000US35043,"Sandoval County, New Mexico",147327,72690,74637,19309,53381,18287,56350,37596,109731,146075,34209,111866,1252,146075,3236,58696,61381,22762,1252
0500000US35045,"San Juan County, New Mexico",122912,61045,61867,18131,42914,17505,44362,35636,87276,121148,55156,65992,1764,121148,945,25698,44292,50213,1764
0500000US35047,"San Miguel County, New Mexico",27357,13632,13725,2918,10714,2933,10792,5851,21506,25900,11407,14493,1457,25900,225,20674,4082,919,1457
0500000US35049,"Santa Fe County, New Mexico",153632,74807,78825,15359,59448,15213,63612,30572,123060,151070,42702,108368,2562,151070,1379,76868,64336,8487,2562
0500000US35051,"Sierra County, New Mexico",11512,5742,5770,960,4782,1026,4744,1986,9526,11207,4911,6296,305,11207,1,3547,7042,617,305
0500000US35053,"Socorro County, New Mexico",16605,8651,7954,2757,5894,1952,6002,4709,11896,15915,7734,8181,690,15915,109,8129,5209,2468,690
0500000US35055,"Taos County, New Mexico",34322,16873,17449,3441,13432,3500,13949,6941,27381,34122,11951,22171,200,34122,36,19366,12106,2614,200
0500000US35057,"Torrance County, New Mexico",15150,7848,7302,1833,6015,1952,5350,3785,11365,14921,6585,8336,229,14921,335,6577,7342,667,229
0500000US35059,"Union County, New Mexico",4122,2225,1897,324,1901,527,1370,851,3271,3502,1480,2022,620,3502,2,1471,1868,161,620
0500000US35061,"Valencia County, New Mexico",75992,38379,37613,10123,28256,9633,27980,19756,56236,74050,26543,47507,1942,74050,972,45553,23114,4411,1942
0500000US36001,"Albany County, New York",314679,152999,161680,35936,117063,35438,126242,71374,243305,298762,66927,231835,15917,298762,35062,17782,213410,32508,15917
0500000US36003,"Allegany County, New York",46654,23602,23052,6505,17097,6066,16986,12571,34083,41571,13931,27640,5083,41571,153,448,40092,878,5083
0500000US36005,"Bronx County, New York",1468262,695801,772461,206886,488915,198284,574177,405170,1063092,1433574,659218,774356,34688,1433574,493392,813288,121813,5081,34688
0500000US36007,"Broome County, New York",198591,98333,100258,24343,73990,22708,77550,47051,151540,188745,63836,124909,9846,188745,9895,8316,156204,14330,9846
0500000US36009,"Cattaraugus County, New York",77211,38686,38525,10046,28640,9378,29147,19424,57787,74788,25389,49399,2423,74788,804,1505,67418,5061,2423
0500000US36011,"Cayuga County, New York",76644,39552,37092,8759,30793,8069,29023,16828,59816,71990,20825,51165,4654,71990,1184,1867,65819,3120,4654
0500000US36013,"Chautauqua County, New York",128042,63634,64408,15442,48192,15005,49403,30447,97595,122618,42421,80197,5424,122618,2406,9315,107320,3577,5424
0500000US36015,"Chemung County, New York",84456,42176,42280,10042,32134,9962,32318,20004,64452,79941,24412,55529,4515,79941,3669,2392,69537,4343,4515
0500000US36017,"Chenango County, New York",47407,23820,23587,5581,18239,5355,18232,10936,36471,46485,14362,32123,922,46485,262,1052,43811,1360,922
0500000US36019,"Clinton County, New York",80095,41412,38683,8889,32523,8864,29819,17753,62342,72505,20676,51829,7590,72505,699,1108,68576,2122,7590
0500000US36021,"Columbia County, New York",61587,30989,30598,6108,24881,5362,25236,11470,50117,59696,13688,46008,1891,59696,1928,2914,51124,3730,1891
0500000US36023,"Cortland County, New York",46984,23159,23825,6099,17060,5853,17972,11952,35032,43213,11898,31315,3771,43213,578,1186,39834,1615,3771
0500000US36025,"Delaware County, New York",44644,22640,22004,4671,17969,4351,17653,9022,35622,42407,12874,29533,2237,42407,556,1598,39001,1252,2237
0500000US36027,"Dutchess County, New York",296012,147945,148067,33518,114427,32316,115751,65834,230178,279766,50810,228956,16246,279766,27169,36148,198515,17934,16246
0500000US36029,"Erie County, New York",949715,462531,487184,111626,350905,107141,380043,218767,730948,925017,247423,677594,24698,925017,116347,52481,694351,61838,24698
0500000US36031,"Essex County, New York",37501,19567,17934,3468,16099,3254,14680,6722,30779,34906,9350,25556,2595,34906,123,520,33335,928,2595
0500000US36033,"Franklin County, New York",47996,26183,21813,5647,20536,5047,16766,10694,37302,42862,14517,28345,5134,42862,419,773,36901,4769,5134
0500000US36035,"Fulton County, New York",53588,26842,26746,6097,20745,5817,20929,11914,41674,52394,17214,35180,1194,52394,499,1775,47806,2314,1194
0500000US36037,"Genesee County, New York",58387,29428,28959,6723,22705,6515,22444,13238,45149,57333,13378,43955,1054,57333,1105,1979,51780,2469,1054
0500000US36039,"Greene County, New York",48026,25333,22693,4667,20666,4144,18549,8811,39215,44770,11327,33443,3256,44770,1068,2395,39261,2046,3256
0500000US36041,"Hamilton County, New York",5068,2562,2506,391,2171,434,2072,825,4243,5019,1236,3783,49,5019,12,93,4660,254,49
0500000US36043,"Herkimer County, New York",60596,30224,30372,7296,22928,6867,23505,14163,46433,59517,17223,42294,1079,59517,632,1402,55547,1936,1079
0500000US36045,"Jefferson County, New York",117634,61825,55809,16081,45744,15335,40474,31416,86218,110671,32553,78118,6963,110671,5407,7833,91848,5583,6963
0500000US36047,"Kings County, New York",2712360,1291975,1420385,345253,946722,329418,1090967,674671,2037689,2685920,919452,1766468,26440,2685920,817281,504532,986986,377121,26440
0500000US36049,"Lewis County, New York",26681,13453,13228,3429,10024,3330,9898,6759,19922,26388,7613,18775,293,26388,354,441,25063,530,293
0500000US36051,"Livingston County, New York",62253,31621,30632,7159,24462,7484,23148,14643,47610,56436,13211,43225,5817,56436,680,1780,51761,2215,5817
0500000US36053,"Madison County, New York",68466,33962,34504,8402,25560,8279,26225,16681,51785,63047,14014,49033,5419,63047,412,1203,58935,2497,5419
0500000US36055,"Monroe County, New York",757332,367263,390069,92648,274615,88701,301368,181349,575983,731851,188727,543124,25481,731851,108402,67970,511045,44434,25481
0500000US36057,"Montgomery County, New York",49539,24587,24952,6561,18026,6047,18905,12608,36931,48709,16853,31856,830,48709,1385,7294,38668,1362,830
0500000US36059,"Nassau County, New York",1391678,682908,708770,172744,510164,162925,545845,335669,1056009,1371412,168392,1203020,20266,1371412,156374,235641,799992,179405,20266
0500000US36061,"New York County, New York",1669127,794996,874131,137991,657005,140069,734062,278060,1391067,1621702,421649,1200053,47425,1621702,226175,418438,759069,218020,47425
0500000US36063,"Niagara County, New York",212808,104310,108498,24278,80032,23591,84907,47869,164939,208984,53426,155558,3824,208984,13893,6895,177046,11150,3824
0500000US36065,"Oneida County, New York",232034,116372,115662,29016,87356,27307,88355,56323,175711,220439,63935,156504,11595,220439,11733,13022,180878,14806,11595
0500000US36067,"Onondaga County, New York",474621,230302,244319,59590,170712,58093,186226,117683,356938,454912,120937,333975,19709,454912,49456,23179,348342,33935,19709
0500000US36069,"Ontario County, New York",112060,55172,56888,13147,42025,12453,44435,25600,86460,108685,22551,86134,3375,108685,2180,5199,97438,3868,3375
0500000US36071,"Orange County, New York",398277,200536,197741,59223,141313,55247,142494,114470,283807,387840,92271,295569,10437,387840,41804,83836,241681,20519,10437
0500000US36073,"Orleans County, New York",40588,20413,20175,4593,15820,4120,16055,8713,31875,37929,12147,25782,2659,37929,1343,1929,33357,1300,2659
0500000US36075,"Oswego County, New York",118019,59372,58647,15373,43999,14258,44389,29631,88388,112316,33882,78434,5703,112316,582,2347,105701,3686,5703
0500000US36077,"Otsego County, New York",58952,28786,30166,6337,22449,6585,23581,12922,46030,53708,14786,38922,5244,53708,742,1622,49493,1851,5244
0500000US36079,"Putnam County, New York",97960,49230,48730,10970,38260,10583,38147,21553,76407,96570,11398,85172,1390,96570,3244,15492,74041,3793,1390
0500000US36081,"Queens County, New York",2393104,1168713,1224391,272303,896410,257779,966612,530082,1863022,2366297,622158,1744139,26807,2366297,418091,660540,580077,707589,26807
0500000US36083,"Rensselaer County, New York",161125,80040,81085,19432,60608,17597,63488,37029,124096,155369,33441,121928,5756,155369,10123,8139,128321,8786,5756
0500000US36085,"Richmond County, New York",493194,240755,252439,61463,179292,58074,194365,119537,373657,487972,98843,389129,5222,487972,48815,90252,290944,57961,5222
0500000US36087,"Rockland County, New York",336485,166072,170413,54090,111982,51666,118747,105756,230729,332165,89857,242308,4320,332165,37947,59549,209565,25104,4320
0500000US36089,"St. Lawrence County, New York",108836,55830,53006,14658,41172,13361,39645,28019,80817,96869,32622,64247,11967,96869,479,1487,92087,2816,11967
0500000US36091,"Saratoga County, New York",235010,116623,118387,26847,89776,25830,92557,52677,182333,231364,35847,195517,3646,231364,3692,7605,207576,12491,3646
0500000US36093,"Schenectady County, New York",157515,77213,80302,19756,57457,18363,61939,38119,119396,153281,36566,116715,4234,153281,14928,11513,109540,17300,4234
0500000US36095,"Schoharie County, New York",29936,14956,14980,3356,11600,3282,11698,6638,23298,28569,7694,20875,1367,28569,208,851,26373,1137,1367
0500000US36097,"Schuyler County, New York",17920,9039,8881,1970,7069,1820,7061,3790,14130,17681,5480,12201,239,17681,151,300,16720,510,239
0500000US36099,"Seneca County, New York",33900,17874,16026,3937,13937,3506,12520,7443,26457,31022,8351,22671,2878,31022,470,882,28673,997,2878
0500000US36101,"Steuben County, New York",94153,47254,46899,11635,35619,10763,36136,22398,71755,92576,27236,65340,1577,92576,1418,1516,86149,3493,1577
0500000US36103,"Suffolk County, New York",1522998,753907,769091,184753,569154,176394,592697,361147,1161851,1496123,204230,1291893,26875,1496123,111159,296810,999655,88499,26875
0500000US36105,"Sullivan County, New York",78230,40238,37992,9547,30691,9086,28906,18633,59597,74094,22597,51497,4136,74094,5098,12128,53321,3547,4136
0500000US36107,"Tioga County, New York",48567,24254,24313,5771,18483,5455,18858,11226,37341,47971,11516,36455,596,47971,427,935,45341,1268,596
0500000US36109,"Tompkins County, New York",105638,52504,53134,13343,39161,12469,40665,25812,79826,91682,26530,65152,13956,91682,2649,3656,73433,11944,13956
0500000US36111,"Ulster County, New York",181862,90704,91158,18555,72149,18707,72451,37262,144600,174144,41783,132361,7718,174144,8949,17648,134546,13001,7718
0500000US36113,"Warren County, New York",65692,32497,33195,6830,25667,6299,26896,13129,52563,64849,13570,51279,843,64849,784,1740,60457,1868,843
0500000US36115,"Washington County, New York",61504,32076,29428,6798,25278,6077,23351,12875,48629,57960,14942,43018,3544,57960,345,1050,54692,1873,3544
0500000US36117,"Wayne County, New York",91332,45648,45684,11064,34584,10455,35229,21519,69813,90356,21587,68769,976,90356,1929,4159,80352,3916,976
0500000US36119,"Westchester County, New York",999723,487293,512430,126509,360784,119440,392990,245949,753774,977049,167251,809798,22674,977049,139222,246509,513321,77997,22674
0500000US36121,"Wyoming County, New York",40679,21738,18941,4256,17482,4633,14308,8889,31790,37811,9168,28643,2868,37811,415,826,35153,1417,2868
0500000US36123,"Yates County, New York",24808,11982,12826,3098,8884,3359,9467,6457,18351,23528,6934,16594,1280,23528,155,522,22304,547,1280
0500000US37001,"Alamance County, North Carolina",169185,80687,88498,22417,58270,22033,66465,44450,124735,164869,51002,113867,4316,164869,32773,21845,101990,8261,4316
0500000US37003,"Alexander County, North Carolina",36491,18568,17923,4077,14491,4009,13914,8086,28405,35131,10197,24934,1360,35131,1291,1810,30787,1243,1360
0500000US37005,"Alleghany County, North Carolina",10910,5372,5538,1006,4366,1055,4483,2061,8849,10816,4788,6028,94,10816,153,1094,9371,198,94
0500000US37007,"Anson County, North Carolina",22388,11299,11089,2667,8632,2492,8597,5159,17229,20893,8925,11968,1495,20893,10216,907,9304,466,1495
0500000US37009,"Ashe County, North Carolina",26598,13095,13503,2642,10453,2504,10999,5146,21452,26333,9267,17066,265,26333,240,1385,24245,463,265
0500000US37011,"Avery County, North Carolina",17747,9806,7941,1486,8320,1446,6495,2932,14815,14645,5280,9365,3102,14645,35,797,13424,389,3102
0500000US37013,"Beaufort County, North Carolina",44898,21421,23477,4961,16460,4948,18529,9909,34989,44336,15303,29033,562,44336,10810,3503,29113,910,562
0500000US37015,"Bertie County, North Carolina",18105,9201,8904,1773,7428,1698,7206,3471,14634,16780,7775,9005,1325,16780,10404,310,5782,284,1325
0500000US37017,"Bladen County, North Carolina",30105,14429,15676,3653,10776,3278,12398,6931,23174,29734,12895,16839,371,29734,10349,2338,16211,836,371
0500000US37019,"Brunswick County, North Carolina",133789,64555,69234,11565,52990,10379,58855,21944,111845,132910,31044,101866,879,132910,11911,6660,108174,6165,879
0500000US37021,"Buncombe County, North Carolina",266981,128615,138366,27930,100685,27262,111104,55192,211789,260648,72699,187949,6333,260648,14738,18092,216444,11374,6333
0500000US37023,"Burke County, North Carolina",87829,44127,43702,10046,34081,8660,35042,18706,69123,85481,30579,54902,2348,85481,4595,5582,69804,5500,2348
0500000US37025,"Cabarrus County, North Carolina",221200,108453,112747,32092,76361,30079,82668,62171,159029,219369,48560,170809,1831,219369,42143,24189,137279,15758,1831
0500000US37027,"Caldwell County, North Carolina",80705,39996,40709,9250,30746,8935,31774,18185,62520,79526,26788,52738,1179,79526,3133,4819,68879,2695,1179
0500000US37029,"Camden County, North Carolina",10353,5320,5033,1583,3737,1133,3900,2716,7637,10353,2165,8188,0,10353,1093,345,8174,741,0
0500000US37031,"Carteret County, North Carolina",67944,33553,34391,7007,26546,6256,28135,13263,54681,66630,16597,50033,1314,66630,2718,2979,57601,3332,1314
0500000US37033,"Caswell County, North Carolina",22785,11615,11170,2513,9102,2279,8891,4792,17993,21608,6418,15190,1177,21608,6854,965,13252,537,1177
0500000US37035,"Catawba County, North Carolina",159852,78651,81201,20114,58537,19311,61890,39425,120427,156937,47171,109766,2915,156937,12083,16137,116812,11905,2915
0500000US37037,"Chatham County, North Carolina",75070,35817,39253,8130,27687,8237,31016,16367,58703,74285,17147,57138,785,74285,8456,9057,52864,3908,785
0500000US37039,"Cherokee County, North Carolina",28515,14011,14504,2579,11432,2506,11998,5085,23430,28174,10542,17632,341,28174,317,1020,25502,1335,341
0500000US37041,"Chowan County, North Carolina",13796,6553,7243,1438,5115,1575,5668,3013,10783,13545,5250,8295,251,13545,4717,455,8084,289,251
0500000US37043,"Clay County, North Carolina",10997,5277,5720,1208,4069,971,4749,2179,8818,10930,3466,7464,67,10930,244,174,10143,369,67
0500000US37045,"Cleveland County, North Carolina",98898,47714,51184,12477,35237,12152,39032,24629,74269,97041,36616,60425,1857,97041,19894,3826,69459,3862,1857
0500000US37047,"Columbus County, North Carolina",51474,25644,25830,5917,19727,5947,19883,11864,39610,48708,21611,27097,2766,48708,13711,2712,29264,3021,2766
0500000US37049,"Craven County, North Carolina",101405,50915,50490,12140,38775,12395,38095,24535,76870,96057,29293,66764,5348,96057,20447,6717,63052,5841,5348
0500000US37051,"Cumberland County, North Carolina",333582,165964,167618,48376,117588,45416,122202,93792,239790,316744,115384,201360,16838,316744,119944,38022,130098,28680,16838
0500000US37053,"Currituck County, North Carolina",27575,13778,13797,3391,10387,3241,10556,6632,20943,27370,4775,22595,205,27370,1585,1209,23631,945,205
0500000US37055,"Dare County, North Carolina",36718,18460,18258,4062,14398,3423,14835,7485,29233,36454,7331,29123,264,36454,1314,2693,31387,1060,264
0500000US37057,"Davidson County, North Carolina",168002,82445,85557,20632,61813,19779,65778,40411,127591,166072,57176,108896,1930,166072,15771,12729,130865,6707,1930
0500000US37059,"Davie County, North Carolina",42543,20757,21786,5026,15731,4965,16821,9991,32552,42314,10543,31771,229,42314,1890,3069,35364,1991,229
0500000US37061,"Duplin County, North Carolina",49836,24539,25297,6886,17653,6295,19002,13181,36655,49331,21030,28301,505,49331,10677,11390,25104,2160,505
0500000US37063,"Durham County, North Carolina",320146,153606,166540,38542,115064,37952,128588,76494,243652,306261,85620,220641,13885,306261,107307,42611,130303,26040,13885
0500000US37065,"Edgecombe County, North Carolina",49609,23121,26488,6374,16747,5933,20555,12307,37302,48931,20834,28097,678,48931,27871,2526,17224,1310,678
0500000US37067,"Forsyth County, North Carolina",380583,181271,199312,50522,130749,49536,149776,100058,280525,369892,116425,253467,10691,369892,94273,50629,206243,18747,10691
0500000US37069,"Franklin County, North Carolina",67598,33650,33948,8725,24925,8094,25854,16819,50779,66147,18968,47179,1451,66147,15291,6055,41822,2979,1451
0500000US37071,"Gaston County, North Carolina",226097,109657,116440,28993,80664,27428,89012,56421,169676,222470,68448,154022,3627,222470,37922,17148,156606,10794,3627
0500000US37073,"Gates County, North Carolina",10584,5124,5460,1199,3925,1211,4249,2410,8174,10467,3208,7259,117,10467,3147,250,6553,517,117
0500000US37075,"Graham County, North Carolina",8089,3845,4244,819,3026,1023,3221,1842,6247,7978,2700,5278,111,7978,2,316,6804,856,111
0500000US37077,"Granville County, North Carolina",60854,31046,29808,7380,23666,6573,23235,13953,46901,57957,17437,40520,2897,57957,16544,5040,33547,2826,2897
0500000US37079,"Greene County, North Carolina",20524,11419,9105,2732,8687,2064,7041,4796,15728,18163,8238,9925,2361,18163,5915,2986,8807,455,2361
0500000US37081,"Guilford County, North Carolina",537113,255614,281499,70325,185289,70219,211280,140544,396569,517118,158222,358896,19995,517118,174651,43842,253886,44739,19995
0500000US37083,"Halifax County, North Carolina",49291,23908,25383,5975,17933,5678,19705,11653,37638,48079,23111,24968,1212,48079,24978,1470,18000,3631,1212
0500000US37085,"Harnett County, North Carolina",133074,66234,66840,19495,46739,18690,48150,38185,94889,129760,40333,89427,3314,129760,27500,17605,78029,6626,3314
0500000US37087,"Haywood County, North Carolina",61695,30026,31669,6466,23560,6043,25626,12509,49186,60956,18693,42263,739,60956,432,2636,56012,1876,739
0500000US37089,"Henderson County, North Carolina",115613,55817,59796,12396,43421,11939,47857,24335,91278,114405,29755,84650,1208,114405,3795,11923,94478,4209,1208
0500000US37091,"Hertford County, North Carolina",22010,10973,11037,2602,8371,2533,8504,5135,16875,19781,8684,11097,2229,19781,11699,468,6700,914,2229
0500000US37093,"Hoke County, North Carolina",52169,25850,26319,8045,17805,7557,18762,15602,36567,50632,17715,32917,1537,50632,16581,7232,19504,7315,1537
0500000US37095,"Hyde County, North Carolina",4697,2533,2164,527,2006,432,1732,959,3738,4234,1973,2261,463,4234,1034,623,2467,110,463
0500000US37097,"Iredell County, North Carolina",183965,91161,92804,23830,67331,22596,70208,46426,137539,182174,41466,140708,1791,182174,21554,14522,136779,9319,1791
0500000US37099,"Jackson County, North Carolina",42983,21210,21773,4995,16215,4968,16805,9963,33020,39235,14610,24625,3748,39235,488,2517,31234,4996,3748
0500000US37101,"Johnston County, North Carolina",211320,104195,107125,30155,74040,28567,78558,58722,152598,209221,61167,148054,2099,209221,33489,29791,138177,7764,2099
0500000US37103,"Jones County, North Carolina",9326,4660,4666,1134,3526,878,3788,2012,7314,9252,3736,5516,74,9252,2569,506,5743,434,74
0500000US37105,"Lee County, North Carolina",62676,30576,32100,8461,22115,8174,23926,16635,46041,61349,20473,40876,1327,61349,11694,12066,35283,2306,1327
0500000US37107,"Lenoir County, North Carolina",55344,26731,28613,7265,19466,6511,22102,13776,41568,54366,24113,30253,978,54366,21592,4411,26302,2061,978
0500000US37109,"Lincoln County, North Carolina",85670,42653,43017,10278,32375,9637,33380,19915,65755,84906,21815,63091,764,84906,4139,6318,71410,3039,764
0500000US37111,"McDowell County, North Carolina",44527,22270,22257,5144,17126,4746,17511,9890,34637,43456,14448,29008,1071,43456,1025,2784,38136,1511,1071
0500000US37113,"Macon County, North Carolina",36532,17902,18630,3897,14005,3369,15261,7266,29266,36241,12756,23485,291,36241,503,2752,32034,952,291
0500000US37115,"Madison County, North Carolina",21269,10479,10790,2510,7969,2151,8639,4661,16608,20344,6150,14194,925,20344,115,498,19163,568,925
0500000US37117,"Martin County, North Carolina",22213,10441,11772,2584,7857,2643,9129,5227,16986,21882,8399,13483,331,21882,9208,956,11304,414,331
0500000US37119,"Mecklenburg County, North Carolina",1100984,531598,569386,144586,387012,141363,428023,285949,815035,1084575,258476,826099,16409,1084575,340034,148510,494589,101442,16409
0500000US37121,"Mitchell County, North Carolina",14951,7431,7520,1641,5790,1444,6076,3085,11866,14566,4536,10030,385,14566,4,881,13376,305,385
0500000US37123,"Montgomery County, North Carolina",25891,12471,13420,2984,9487,3312,10108,6296,19595,24886,9586,15300,1005,24886,4180,3915,15717,1074,1005
0500000US37125,"Moore County, North Carolina",98618,48125,50493,12305,35820,11136,39357,23441,75177,97026,20664,76362,1592,97026,10268,6972,74590,5196,1592
0500000US37127,"Nash County, North Carolina",94628,45518,49110,11790,33728,11458,37652,23248,71380,92662,28528,64134,1966,92662,37495,6803,44977,3387,1966
0500000US37129,"New Hanover County, North Carolina",225175,107649,117526,24623,83026,24508,93018,49131,176044,218563,61235,157328,6612,218563,27596,12755,168198,10014,6612
0500000US37131,"Northampton County, North Carolina",17917,8857,9060,1828,7029,1650,7410,3478,14439,17187,6767,10420,730,17187,9453,410,6664,660,730
0500000US37133,"Onslow County, North Carolina",201597,112174,89423,32722,79452,26091,63332,58813,142784,180341,61011,119330,21256,180341,26159,20816,120357,13009,21256
0500000US37135,"Orange County, North Carolina",147376,70328,77048,18574,51754,19068,57980,37642,109734,135586,30906,104680,11790,135586,14896,11901,93442,15347,11790
0500000US37137,"Pamlico County, North Carolina",12293,6248,6045,1135,5113,1042,5003,2177,10116,11598,3915,7683,695,11598,2001,503,8828,266,695
0500000US37139,"Pasquotank County, North Carolina",40240,19760,20480,5434,14326,5002,15478,10436,29804,37623,10710,26913,2617,37623,13383,2232,20564,1444,2617
0500000US37141,"Pender County, North Carolina",59964,30294,29670,7883,22411,7013,22657,14896,45068,58786,15016,43770,1178,58786,7650,4501,43947,2688,1178
0500000US37143,"Perquimans County, North Carolina",13002,6212,6790,1254,4958,1531,5259,2785,10217,12897,3738,9159,105,12897,2916,372,9185,424,105
0500000US37145,"Person County, North Carolina",38999,18894,20105,4610,14284,4557,15548,9167,29832,38639,12290,26349,360,38639,9999,1811,25452,1377,360
0500000US37147,"Pitt County, North Carolina",170600,80552,90048,22588,57964,22319,67729,44907,125693,163607,60796,102811,6993,163607,58191,10908,86802,7706,6993
